PeakID (cmd=C57_H.p_peaks.bed mm9)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_2920	chr12	58312278	58313460	+	217.84	NA	Intergenic	Intergenic	-14410	NM_172577	217593	Mm.32835	NM_001167976	ENSMUSG00000035472	Slc25a21	9930033G19Rik|A630030I10|BB158148	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	protein-coding
MACS_peak_8422	chr3	83959121	83959964	+	217.45	NA	intron (NM_029797, intron 1 of 7)	CpG	166	NM_029797	76915	Mm.274829	NM_029797	ENSMUSG00000033752	Mnd1	2610034E18Rik|AI591601|Gaj	meiotic nuclear divisions 1 homolog (S. cerevisiae)	protein-coding
MACS_peak_13481	chr9	44294035	44295862	+	217.39	NA	Intergenic	Intergenic	-12271	NM_030256	80288	Mm.370270	NM_030256	ENSMUSG00000063382	Bcl9l	B9L|BC003321|BCL9-2|DLNB11	B cell CLL/lymphoma 9-like	protein-coding
MACS_peak_4968	chr15	103169908	103170992	+	217.31	NA	promoter-TSS (NM_013866)	promoter-TSS (NM_013866)	67	NM_013866	29813	Mm.486219	NM_013866	ENSMUSG00000000552	Zfp385a	Hzf|Zfp385	zinc finger protein 385A	protein-coding
MACS_peak_4867	chr15	97737977	97739080	+	217.25	NA	intron (NM_009504, intron 1 of 9)	CpG	199	NM_009504	22337	Mm.245084	NM_009504	ENSMUSG00000022479	Vdr	Nr1i1	vitamin D receptor	protein-coding
MACS_peak_8097	chr2	174110814	174113002	+	217.16	NA	intron (NR_002846, intron 1 of 4)	intron (NR_002846, intron 1 of 4)	2087	NM_022000	14683	Mm.125770	NM_001077507	ENSMUSG00000027523	Gnas	5530400H20Rik|A930027G11Rik|C130027O20Rik|GPSA|GSP|Galphas|Gnas1|Gnasxl|Gsa|Nesp|Nespl|Oed-Sml|Oedsml|P1|P2|P3|PHP1A|PHP1B|POH	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	protein-coding
MACS_peak_8391	chr3	69663902	69665662	+	217.15	NA	promoter-TSS (NM_133675)	promoter-TSS (NM_133675)	-964	NM_133675	66183	Mm.45481	NM_001164210	ENSMUSG00000043461	Sptssb	1110032A04Rik|ADMP|Sssptb	serine palmitoyltransferase, small subunit B	protein-coding
MACS_peak_9598	chr4	133155076	133156136	+	217.09	NA	TTS (NM_018754)	TTS (NM_018754)	2477	NM_018754	55948	Mm.44482	NM_018754	ENSMUSG00000047281	Sfn	Er|Mme1|Ywhas	stratifin	protein-coding
MACS_peak_1956	chr11	61466600	61467649	+	216.64	NA	intron (NM_027817, intron 1 of 4)	intron (NM_027817, intron 1 of 4)	301	NM_027817	71520	Mm.202760	NM_027817	ENSMUSG00000004837	Grap	8430435N19Rik|BB233594	GRB2-related adaptor protein	protein-coding
MACS_peak_5834	chr17	36304249	36305473	+	216.50	NA	intron (NM_001081032, intron 2 of 7)	CpG-6353	621	NM_001081032	667977	Mm.489198	NM_001081032	ENSMUSG00000073402	Gm8909	EG667977|H2-Tw5l|H2-gs17	predicted gene 8909	protein-coding
MACS_peak_4947	chr15	102185449	102186905	+	216.47	NA	Intergenic	CpG	-4987	NM_153416	223921	Mm.352946	NM_153416	ENSMUSG00000036678	Aaas	AAA|ADRACALA|D030041N15Rik|GL003	achalasia, adrenocortical insufficiency, alacrimia	protein-coding
MACS_peak_8092	chr2	173411034	173412636	+	216.29	NA	intron (NR_027957, intron 13 of 14)	CpG	-7993	NM_027303	70065	Mm.425115	NM_001199955	ENSMUSG00000027517	Ankrd60	1700019A24Rik|1700030G11Rik	ankyrin repeat domain 60	protein-coding
MACS_peak_12316	chr7	130643355	130644708	+	216.17	NA	promoter-TSS (NM_001081329)	promoter-TSS (NM_001081329)	-68	NM_001081329	210162	Mm.135397	NM_001081329	ENSMUSG00000030757	Zkscan2	9430065N20Rik|AW493225|Zfp694	zinc finger with KRAB and SCAN domains 2	protein-coding
MACS_peak_9542	chr4	129724402	129725768	+	216.15	NA	promoter-TSS (NM_028266)	promoter-TSS (NM_028266)	1	NM_028266	107581	Mm.41860	NM_028266	ENSMUSG00000040690	Col16a1	2700007F12Rik|A530052M23Rik|AI838662|CA1F	collagen, type XVI, alpha 1	protein-coding
MACS_peak_1067	chr10	58858078	58858809	+	216.14	NA	Intergenic	CpG	-7990	NM_023530	69836	Mm.30268	NM_023530	ENSMUSG00000009646	Pla2g12b	2010002E04Rik|Pla2g13	phospholipase A2, group XIIB	protein-coding
MACS_peak_5120	chr16	20732491	20734174	+	216.11	NA	exon (NM_009893, exon 1 of 23)	exon (NM_009893, exon 1 of 23)	132	NM_009893	12667	Mm.20457	NM_009893	ENSMUSG00000006958	Chrd	Chd	chordin	protein-coding
MACS_peak_6762	chr19	25107294	25108118	+	215.74	NA	intron (NM_028785, intron 1 of 47)	intron (NM_028785, intron 1 of 47)	33687	NM_028785	76088	Mm.102485	NM_175233	ENSMUSG00000052085	Dock8	1200017A24Rik|5830472H07Rik|A130095G14Rik|AI461977	dedicator of cytokinesis 8	protein-coding
MACS_peak_5486	chr17	14416396	14418148	+	215.72	NA	intron (NM_022315, intron 1 of 12)	intron (NM_022315, intron 1 of 12)	759	NM_022315	64074	Mm.30162	NM_022315	ENSMUSG00000023886	Smoc2	1700056C05Rik|5430426J21Rik|Smoc2l	SPARC related modular calcium binding 2	protein-coding
MACS_peak_13325	chr9	20819914	20821762	+	215.54	NA	intron (NM_010493, intron 1 of 6)	CT-rich|Low_complexity|Low_complexity	434	NM_010493	15894	Mm.435508	NM_010493	ENSMUSG00000037405	Icam1	CD54|Icam-1|Ly-47|MALA-2	intercellular adhesion molecule 1	protein-coding
MACS_peak_13335	chr9	20988202	20989365	+	215.52	NA	intron (NM_183408, intron 1 of 14)	CpG	-12366	NM_019798	18577	Mm.191749	NM_019798	ENSMUSG00000032177	Pde4a	D9Ertd60e|Dpde2	phosphodiesterase 4A, cAMP specific	protein-coding
MACS_peak_8355	chr3	60331462	60332742	+	215.52	NA	intron (NM_001253710, intron 1 of 7)	intron (NM_001253710, intron 1 of 7)	26928	NM_001253708	56758	Mm.255723	NM_001253708	ENSMUSG00000027763	Mbnl1	Mbnl|mKIAA0428	muscleblind-like 1 (Drosophila)	protein-coding
MACS_peak_7388	chr2	63021431	63022570	+	215.52	NA	intron (NM_133207, intron 1 of 15)	intron (NM_133207, intron 1 of 15)	344	NM_133207	170738	Mm.242532	NM_133207	ENSMUSG00000059742	Kcnh7	9330137I11Rik|Kv11.3|erg3	potassium voltage-gated channel, subfamily H (eag-related), member 7	protein-coding
MACS_peak_10976	chr6	48789969	48792090	+	215.48	NA	promoter-TSS (NM_023056)	promoter-TSS (NM_023056)	-42	NM_023056	65963	Mm.28385	NM_001164207	ENSMUSG00000029810	Tmem176b	1810009M01Rik|Clast1|Lr8	transmembrane protein 176B	protein-coding
MACS_peak_13547	chr9	54828878	54830247	+	215.26	NA	intron (NM_176844, intron 1 of 5)	intron (NM_176844, intron 1 of 5)	875	NM_176844	110835	Mm.103778	NM_176844	ENSMUSG00000035594	Chrna5	Acra-5|Acra5	cholinergic receptor, nicotinic, alpha polypeptide 5	protein-coding
MACS_peak_7385	chr2	62249149	62250340	+	214.94	NA	intron (NM_010074, intron 1 of 25)	intron (NM_010074, intron 1 of 25)	544	NM_010074	13482	Mm.1151	NM_001159543	ENSMUSG00000035000	Dpp4	Cd26|Dpp-4|THAM	dipeptidylpeptidase 4	protein-coding
MACS_peak_9867	chr4	155336088	155337262	+	214.90	NA	5' UTR (NM_026125, exon 1 of 8)	5' UTR (NM_026125, exon 1 of 8)	254	NM_026125	67389	Mm.29140	NM_026125	ENSMUSG00000023571	Fam132a	1110035L05Rik|C1qdc2|CTRP12|alipolin	family with sequence similarity 132, member A	protein-coding
MACS_peak_10398	chr5	115272757	115273837	+	214.46	NA	intron (NM_181075, intron 1 of 1)	CpG	180	NM_181075	330173	Mm.482205	NM_181075	ENSMUSG00000092486	2610524H06Rik	-	RIKEN cDNA 2610524H06 gene	protein-coding
MACS_peak_9732	chr4	145953162	145954458	+	214.26	NA	Intergenic	CpG	-81115	NR_030771	627585	Mm.424988	NM_001039233		Gm13034	OTTMUSG00000010105	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 pseudogene	pseudo
MACS_peak_10653	chr5	138806256	138807227	+	214.06	NA	Intergenic	Intergenic	-75963	NM_028130	72154	Mm.20263	NM_028130	ENSMUSG00000036898	Zfp157	2610020C11Rik|A630094N24Rik|AI327407|mszf12|mszf23-1	zinc finger protein 157	protein-coding
MACS_peak_8872	chr3	148621632	148623167	+	214.01	NA	Intergenic	Intergenic	-4800	NM_001081298	99633	Mm.462301	NM_001081298	ENSMUSG00000028184	Lphn2	AI450192|Gm619|Lec1|Lphh1|mKIAA0786	latrophilin 2	protein-coding
MACS_peak_10064	chr5	36827057	36828302	+	213.89	NA	promoter-TSS (NM_001170454)	promoter-TSS (NM_001170454)	442	NM_025725	66717	Mm.42368	NM_025725	ENSMUSG00000050677	Ccdc96	4921513E08Rik	coiled-coil domain containing 96	protein-coding
MACS_peak_8769	chr3	126826044	126827977	+	213.80	NA	Intergenic	Intergenic	-125640	NM_178655	109676	Mm.484610	NM_001034168	ENSMUSG00000032826	Ank2	AI835472|AW491075|Ank-2	ankyrin 2, brain	protein-coding
MACS_peak_26	chr1	12682687	12683971	+	213.69	NA	intron (NM_001198566, intron 1 of 20)	intron (NM_001198566, intron 1 of 20)	818	NM_001198566	240725	Mm.45563	NM_001198565	ENSMUSG00000016918	Sulf1	AI467640|AW121680|mKIAA1077	sulfatase 1	protein-coding
MACS_peak_12233	chr7	116924342	116925743	+	213.49	NA	promoter-TSS (NM_020610)	promoter-TSS (NM_020610)	17	NM_020610	78593	Mm.275374	NM_020610	ENSMUSG00000034825	Nrip3	A330103B05Rik|D7H11orf14|ICRFP703B1614Q5.2	nuclear receptor interacting protein 3	protein-coding
MACS_peak_2331	chr11	95374812	95376532	+	213.49	NA	5' UTR (NM_130858, exon 1 of 2)	5' UTR (NM_130858, exon 1 of 2)	207	NM_130858	104079	Mm.22970	NM_130858	ENSMUSG00000046719	Nxph3	-	neurexophilin 3	protein-coding
MACS_peak_3467	chr13	40981889	40983141	+	213.46	NA	5' UTR (NM_008105, exon 1 of 3)	5' UTR (NM_008105, exon 1 of 3)	388	NM_008105	14538	Mm.314757	NM_008105	ENSMUSG00000021360	Gcnt2	5330430K10Rik|IGnT|IGnTA|IGnTB|IGnTC	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	protein-coding
MACS_peak_807	chr1	192921462	192922903	+	213.26	NA	promoter-TSS (NM_030060)	promoter-TSS (NM_030060)	-111	NM_030060	381319	Mm.6922	NM_030060	ENSMUSG00000026630	Batf3	9130211I03Rik|Snft	basic leucine zipper transcription factor, ATF-like 3	protein-coding
MACS_peak_3906	chr14	13653792	13655273	+	213.10	NA	intron (NM_001042617, intron 1 of 30)	CpG	1061	NM_001042617	27062	Mm.260881	NM_001042617	ENSMUSG00000054423	Cadps	AU067781|CAPS|CAPS1|mKIAA1121	Ca2+-dependent secretion activator	protein-coding
MACS_peak_2948	chr12	70674930	70676045	+	212.25	NA	Intergenic	Intergenic	8528	NM_001033236	207965	Mm.102487	NM_001033236	ENSMUSG00000049882	Mettl21d	Gm71|Mettl221d	methyltransferase like 21D	protein-coding
MACS_peak_5585	chr17	24625041	24626539	+	212.03	NA	promoter-TSS (NM_027937)	promoter-TSS (NM_027937)	62	NM_027937	268932	Mm.480045	NM_027937	ENSMUSG00000033597	Caskin1	3300002N10Rik|C130061I24|C630036E02Rik|mKIAA1306	CASK interacting protein 1	protein-coding
MACS_peak_12106	chr7	95578301	95579565	+	211.96	NA	exon (NM_028238, exon 1 of 3)	exon (NM_028238, exon 1 of 3)	150	NM_028238	72433	Mm.276669	NM_028238	ENSMUSG00000030559	Rab38	2310011F14Rik|AU043391|cht	RAB38, member of RAS oncogene family	protein-coding
MACS_peak_1167	chr10	75243208	75244396	+	211.86	NA	5' UTR (NM_133994, exon 1 of 5)	5' UTR (NM_133994, exon 1 of 5)	357	NM_133994	103140	Mm.5731	NM_133994	ENSMUSG00000001665	Gstt3	AI118089	glutathione S-transferase, theta 3	protein-coding
MACS_peak_5637	chr17	26249686	26251002	+	211.78	NA	promoter-TSS (NM_021793)	promoter-TSS (NM_021793)	83	NM_021793	60455	Mm.304656	NM_021793	ENSMUSG00000024180	Tmem8	AW490096|M83|Tmem8a	transmembrane protein 8 (five membrane-spanning domains)	protein-coding
MACS_peak_3139	chr12	102016756	102017957	+	211.75	NA	promoter-TSS (NM_145448)	promoter-TSS (NM_145448)	23	NM_145448	217830	Mm.218590	NM_145448	ENSMUSG00000021185	9030617O03Rik	-	RIKEN cDNA 9030617O03 gene	protein-coding
MACS_peak_4213	chr14	63783047	63784160	+	211.73	NA	intron (NM_010191, intron 1 of 7)	intron (NM_010191, intron 1 of 7)	13027	NM_010191	14137	Mm.474432	NM_010191	ENSMUSG00000021273	Fdft1	SQS|SS	farnesyl diphosphate farnesyl transferase 1	protein-coding
MACS_peak_7515	chr2	90804830	90806420	+	211.46	NA	intron (NM_001244891, intron 2 of 14)	intron (NM_001244891, intron 2 of 14)	25071	NM_017368	13046	Mm.490161	NM_001244891	ENSMUSG00000005506	Celf1	1600010O03Rik|AA407467|Brunol2|CUG-BP|CUG-BP1|CUGBP|Cugbp1|D2Wsu101e|HNAB50|NAB50	CUGBP, Elav-like family member 1	protein-coding
MACS_peak_7002	chr19	61251235	61252276	+	210.92	NA	exon (NM_001177513, exon 1 of 1)	exon (NM_001177513, exon 1 of 1)	457	NM_001177513	633057	Mm.426097	NM_001177513	ENSMUSG00000094649	Gm7102	EG633057	predicted gene 7102	protein-coding
MACS_peak_8111	chr2	175467557	175468453	+	210.70	NA	Intergenic	RMER17B|LTR|ERVK	-63209	NR_040256	626877	Mm.490744	NR_040256		Gm14405	OTTMUSG00000016573	predicted gene 14405	pseudo
MACS_peak_4848	chr15	93654908	93656202	+	210.64	NA	Intergenic	Intergenic	101987	NR_045737	77248	Mm.410768	NR_045737		9430014N10Rik	-	RIKEN cDNA 9430014N10 gene	miscRNA
MACS_peak_7525	chr2	91284093	91285117	+	210.55	NA	intron (NM_175123, intron 1 of 8)	intron (NM_175123, intron 1 of 8)	194	NM_175123	228356	Mm.386861	NM_175123	ENSMUSG00000040591	1110051M20Rik	AI586322	RIKEN cDNA 1110051M20 gene	protein-coding
MACS_peak_11665	chr7	24959686	24960645	+	210.32	NA	5' UTR (NM_001029933, exon 1 of 4)	5' UTR (NM_001029933, exon 1 of 4)	101	NM_001029933	232966	Mm.435485	NM_001029933	ENSMUSG00000068962	Zfp114	Gm1957|Zfp110	zinc finger protein 114	protein-coding
MACS_peak_482	chr1	135259697	135260862	+	209.88	NA	5' UTR (NM_175443, exon 1 of 8)	5' UTR (NM_175443, exon 1 of 8)	130	NM_175443	214253	Mm.52111	NM_175443	ENSMUSG00000070644	Etnk2	4933417N20Rik|AI197444|EKI 2|Eki2|Tuc1	ethanolamine kinase 2	protein-coding
MACS_peak_6075	chr17	83944715	83946100	+	209.28	NA	Intergenic	Intergenic	-31734	NM_001159529	20463	Mm.30072	NM_001159529	ENSMUSG00000024248	Cox7a2l	COX7AR|COX7RP|EB1|SIG-81|SIG81|Silg81	cytochrome c oxidase subunit VIIa polypeptide 2-like	protein-coding
MACS_peak_10698	chr5	143690292	143691657	+	209.16	NA	Intergenic	CpG	-22571	NM_007393	11461	Mm.391967	NM_007393	ENSMUSG00000029580	Actb	Actx|E430023M04Rik|beta-actin	actin, beta	protein-coding
MACS_peak_8669	chr3	105254672	105256168	+	208.90	NA	5' UTR (NM_001039347, exon 1 of 7)	5' UTR (NM_001039347, exon 1 of 7)	172	NM_001039347	56543	Mm.44530	NM_001039347	ENSMUSG00000040896	Kcnd3	AW045978|Kncd3|Kv4.3	potassium voltage-gated channel, Shal-related family, member 3	protein-coding
MACS_peak_13367	chr9	22081849	22084126	+	208.76	NA	exon (NM_145612, exon 8 of 8)	exon (NM_145612, exon 8 of 8)	-18648	NM_181419	235048	Mm.292381	NM_181419	ENSMUSG00000062794	Zfp599	6720416P20	zinc finger protein 599	protein-coding
MACS_peak_2760	chr12	9580886	9582122	+	208.76	NA	5' UTR (NM_011859, exon 1 of 3)	5' UTR (NM_011859, exon 1 of 3)	256	NM_011859	23967	Mm.45055	NM_011859	ENSMUSG00000048387	Osr1	Odd1|Osr	odd-skipped related 1 (Drosophila)	protein-coding
MACS_peak_8013	chr2	163575242	163576340	+	208.44	NA	intron (NM_007398, intron 1 of 11)	CpG	122	NM_007398	11486	Mm.388	NM_007398	ENSMUSG00000017697	Ada	-	adenosine deaminase	protein-coding
MACS_peak_5879	chr17	46434216	46435983	+	208.43	NA	intron (NM_207666, intron 1 of 5)	CpG	729	NM_207666	106565	Mm.23633	NM_134120	ENSMUSG00000047428	Dlk2	AI413481|Egfl9	delta-like 2 homolog (Drosophila)	protein-coding
MACS_peak_4522	chr15	41651224	41652391	+	208.09	NA	exon (NM_130885, exon 7 of 15)	exon (NM_130885, exon 7 of 15)	-10697	NM_001130164	170719	Mm.254267	NM_130885	ENSMUSG00000022307	Oxr1	2210416C20Rik|C7|C7B	oxidation resistance 1	protein-coding
MACS_peak_10137	chr5	65521933	65523159	+	207.91	NA	promoter-TSS (NM_175174)	promoter-TSS (NM_175174)	76	NM_175174	71778	Mm.10281	NM_175174	ENSMUSG00000054920	Klhl5	1300013C10Rik	kelch-like 5 (Drosophila)	protein-coding
MACS_peak_1495	chr10	121885217	121886864	+	207.86	NA	exon (NM_016847, exon 1 of 2)	exon (NM_016847, exon 1 of 2)	485	NM_016847	54140	Mm.4351	NM_016847	ENSMUSG00000020123	Avpr1a	AVPR|Avpr1|V1a|V1aR	arginine vasopressin receptor 1A	protein-coding
MACS_peak_12956	chr8	87432177	87433451	+	207.66	NA	intron (NM_010062, intron 1 of 5)	CpG-14297	291	NM_010062	13423	Mm.350831	NM_010062	ENSMUSG00000003812	Dnase2a	Dnase2	deoxyribonuclease II alpha	protein-coding
MACS_peak_4776	chr15	83554512	83555714	+	207.44	NA	intron (NM_022723, intron 1 of 21)	CpG	356	NM_001271472	64706	Mm.40393	NM_001271472	ENSMUSG00000016763	Scube1	7330410C13Rik|A630023E24Rik	signal peptide, CUB domain, EGF-like 1	protein-coding
MACS_peak_10779	chr6	3917703	3918792	+	207.28	NA	exon (NM_009364, exon 1 of 5)	exon (NM_009364, exon 1 of 5)	107	NM_009364	21789	Mm.25612	NM_009364	ENSMUSG00000029664	Tfpi2	AV000670|PP5/TFPI-2	tissue factor pathway inhibitor 2	protein-coding
MACS_peak_1591	chr11	3404041	3405107	+	207.27	NA	intron (NM_172439, intron 1 of 12)	intron (NM_172439, intron 1 of 12)	250	NM_172439	170835	Mm.24313	NM_172439	ENSMUSG00000034570	Inpp5j	Pib5pa|Pipp	inositol polyphosphate 5-phosphatase J	protein-coding
MACS_peak_14434	chrX	132601840	132602992	+	207.21	NA	intron (NM_009749, intron 1 of 2)	CpG	359	NM_009749	12069	Mm.94160	NM_009749	ENSMUSG00000042750	Bex2	AL024066|Bex1	brain expressed X-linked 2	protein-coding
MACS_peak_8551	chr3	94736639	94737781	+	207.07	NA	intron (NM_009150, intron 1 of 11)	intron (NM_009150, intron 1 of 11)	205	NM_009150	20341	Mm.196558	NM_009150	ENSMUSG00000068874	Selenbp1	Lp56|Lpsb|SBP56	selenium binding protein 1	protein-coding
MACS_peak_1617	chr11	4957599	4958714	+	206.97	NA	promoter-TSS (NM_145216)	promoter-TSS (NM_145216)	25	NM_145216	75668	Mm.374836	NM_145216	ENSMUSG00000034209	Rasl10a	2210403B10Rik|AI852688	RAS-like, family 10, member A	protein-coding
MACS_peak_10765	chr5	151061904	151063020	+	206.64	NA	promoter-TSS (NM_172887)	promoter-TSS (NM_172887)	-43	NM_172887	320365	Mm.454348	NM_178781	ENSMUSG00000056602	Fry	13CDNA73|9330186A19Rik|AF346502|AI462658|C87180|D930046M03|cg003|mKIAA4143	furry homolog (Drosophila)	protein-coding
MACS_peak_3161	chr12	104770432	104771624	+	206.58	NA	intron (NM_028980, intron 1 of 24)	CpG	253	NM_028980	74521	Mm.248619	NM_028980	ENSMUSG00000021209	Ppp4r4	8430415E04Rik|mKIAA1622	protein phosphatase 4, regulatory subunit 4	protein-coding
MACS_peak_9228	chr4	86576354	86577496	+	206.37	NA	Intergenic	L1VL1|LINE|L1	56607	NM_139306	230379	Mm.458684	NM_139306	ENSMUSG00000038007	Acer2	2410116I05Rik|Asah3l|CRG-L1|maCER2	alkaline ceramidase 2	protein-coding
MACS_peak_11095	chr6	73264652	73265820	+	206.23	NA	Intergenic	Intergenic	66737	NM_019879	56451	Mm.29845	NM_019879	ENSMUSG00000052738	Suclg1	1500000I01Rik|Sucla1	succinate-CoA ligase, GDP-forming, alpha subunit	protein-coding
MACS_peak_8957	chr4	14548297	14549412	+	206.16	NA	promoter-TSS (NM_145947)	promoter-TSS (NM_145947)	71	NM_145947	208890	Mm.483839	NM_145947	ENSMUSG00000040569	Slc26a7	-	solute carrier family 26, member 7	protein-coding
MACS_peak_3741	chr13	92900956	92902201	+	206.00	NA	promoter-TSS (NM_009027)	promoter-TSS (NM_009027)	-129	NM_009027	19418	Mm.248630	NM_009027	ENSMUSG00000021708	Rasgrf2	6330417G04Rik|AW048350|Grf2|Ras-GRF2	RAS protein-specific guanine nucleotide-releasing factor 2	protein-coding
MACS_peak_9227	chr4	86531489	86532863	+	205.65	NA	exon (NM_139306, exon 2 of 6)	exon (NM_139306, exon 2 of 6)	11858	NM_139306	230379	Mm.458684	NM_139306	ENSMUSG00000038007	Acer2	2410116I05Rik|Asah3l|CRG-L1|maCER2	alkaline ceramidase 2	protein-coding
MACS_peak_5465	chr17	8717319	8719125	+	205.53	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	90934	NM_009309	20997	Mm.913	NM_009309	ENSMUSG00000062327	T	Bra|D17Mit170|Low|Lr|T1|Tl2|Tl3|cou|me75	brachyury	protein-coding
MACS_peak_8666	chr3	104770347	104771612	+	205.51	NA	Intergenic	CpG	-6352	NM_009520	22414	Mm.10740	NM_009520	ENSMUSG00000027840	Wnt2b	Wnt13	wingless related MMTV integration site 2b	protein-coding
MACS_peak_12436	chr7	146271699	146273089	+	205.34	NA	intron (NM_011993, intron 1 of 13)	CpG-13694	494	NM_011993	26757	Mm.250414	NM_011993	ENSMUSG00000025478	Dpysl4	AI173505|CRMP-3|Crmp3|DPY4|Drp-4|Ulip4	dihydropyrimidinase-like 4	protein-coding
MACS_peak_5279	chr16	50736188	50737881	+	204.75	NA	Intergenic	Intergenic	-4148	NR_028300	68190	Mm.482928	NR_028300		5330426P16Rik	-	RIKEN cDNA 5330426P16 gene	miscRNA
MACS_peak_12977	chr8	88223636	88224834	+	204.71	NA	Intergenic	CpG	-9327	NM_001081324	74513	Mm.126079	NM_001081324	ENSMUSG00000036902	Neto2	5530601C23Rik|AI854825|BTCL2	neuropilin (NRP) and tolloid (TLL)-like 2	protein-coding
MACS_peak_4474	chr15	33012463	33013852	+	204.66	NA	intron (NM_176073, intron 1 of 7)	intron (NM_176073, intron 1 of 7)	273	NM_176073	54381	Mm.158251	NM_018755	ENSMUSG00000039007	Pgcp	1190003P12Rik|2610034C17Rik|Cpq|Hls2|Lal-1	plasma glutamate carboxypeptidase	protein-coding
MACS_peak_8038	chr2	165812210	165813239	+	204.60	NA	Intergenic	Intergenic	-5413	NM_008679	17979	Mm.469663	NM_008679	ENSMUSG00000027678	Ncoa3	2010305B15Rik|AW321064|Actr|Aib1|KAT13B|Rac3|Src3|Tram-1|Tram1|bHLHe42|p/Cip|pCip	nuclear receptor coactivator 3	protein-coding
MACS_peak_10475	chr5	122543205	122544738	+	204.47	NA	Intergenic	Intergenic	-7018	NM_010861	17906	Mm.1529	NM_010861	ENSMUSG00000013936	Myl2	MLC-2|MLC-2v|Mlc2v|Mylpc	myosin, light polypeptide 2, regulatory, cardiac, slow	protein-coding
MACS_peak_7345	chr2	51893089	51894333	+	204.40	NA	promoter-TSS (NM_009398)	promoter-TSS (NM_009398)	78	NM_009398	21930	Mm.3509	NM_009398	ENSMUSG00000053475	Tnfaip6	TSG-6|Tnfip6|Tsg6	tumor necrosis factor alpha induced protein 6	protein-coding
MACS_peak_11288	chr6	115200894	115202093	+	204.40	NA	intron (NM_080639, intron 1 of 4)	intron (NM_080639, intron 1 of 4)	374	NM_080639	110595	Mm.255607	NM_080639	ENSMUSG00000030317	Timp4	TIMP-4	tissue inhibitor of metalloproteinase 4	protein-coding
MACS_peak_13747	chr9	78367815	78369762	+	204.25	NA	Intergenic	Intergenic	-39257	NM_010106	13627	Mm.486931	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding
MACS_peak_9039	chr4	41641856	41643146	+	204.10	NA	promoter-TSS (NM_001136056)	promoter-TSS (NM_001136056)	-24	NM_001136056	12804	Mm.425178	NM_001136056	ENSMUSG00000028444	Cntfr	Cntfralpha	ciliary neurotrophic factor receptor	protein-coding
MACS_peak_12150	chr7	106416357	106417805	+	203.85	NA	exon (NM_001048167, exon 1 of 3)	exon (NM_001048167, exon 1 of 3)	225	NM_001043355	17760	Mm.154087	NM_001043355	ENSMUSG00000055407	Mtap6	2810411E12Rik|Map-6|Map6|STOP	microtubule-associated protein 6	protein-coding
MACS_peak_1917	chr11	59119658	59121280	+	203.81	NA	promoter-TSS (NM_139298)	promoter-TSS (NM_139298)	37	NM_139298	216795	Mm.218794	NM_139298	ENSMUSG00000000126	Wnt9a	Wnt14	wingless-type MMTV integration site 9A	protein-coding
MACS_peak_7889	chr2	151854870	151855883	+	203.62	NA	Intergenic	CpG	29774	NM_001164820	69698	Mm.258262	NM_001164819	ENSMUSG00000027463	Slc52a3	2310046K01Rik|RFT2	solute carrier protein family 52, member 3	protein-coding
MACS_peak_1156	chr10	74429485	74430636	+	203.50	NA	promoter-TSS (NM_010311)	promoter-TSS (NM_010311)	84	NM_010311	14687	Mm.393508	NM_010311	ENSMUSG00000040009	Gnaz	AI847979|Gz	guanine nucleotide binding protein, alpha z subunit	protein-coding
